,headlines,text,source,link
7910,US approves $670 million sales to support India's C-17 aircraft,"The US has approved military sales worth $670 million to support India's C-17 military transport aircraft. India had requested to buy equipment for C-17 follow-on support, to include spares and repair parts, and personnel training, among others. ""India needs this...to maintain its operational readiness and ability to provide Humanitarian Assistance and Disaster Relief assistance,"" the US said.",Times Now,https://www.timesnownews.com/international/article/us-approves-foreign-military-sales-to-support-indias-c-17-transport-planes/459792?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7913,Wife rescues husband after he falls 50 ft into volcano on honeymoon,"Newlyweds Clay Chastain and Acaimie Chastain were honeymooning in the Caribbean and hiked at the top of 3,700ft-high Mount Liamuiga when Clay fell over 50 feet down into a dormant volcano on July 18. Acaimie climbed down the volcano and dragged him out. Clay, who fractured his skull and has a severe concussion, is recovering at a US hospital.",The Independent,https://www.independent.co.uk/news/world/americas/man-falls-into-volcano-honeymoon-mount-liamuiga-st-kitts-clay-chastain-a9020881.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7914,US economy misses Donald Trump's 3% growth target in 2018,"US' Gross Domestic Product expanded by 2.9% last year, missing the 3% growth target set by US President Donald Trump. The economy's performance in 2018 was still an acceleration from the 2.4% growth recorded in 2017. Trump has repeatedly insisted that Federal Reserve should cut borrowing costs, saying it would allow the economy to take off ""like a rocket ship"".",Reuters,https://in.reuters.com/article/us-usa-economy-growth/u-s-economy-misses-trumps-3-target-in-2018-idINKCN1UL1KP?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7915,US judge cuts $2 billion award for couple with cancer to $86 million,"A California judge reduced a $2-billion jury award to a couple who blamed Bayer's glyphosate-based weed killer Roundup for their cancer to $86.7 million. The German chemicals company, which bought Roundup maker Monsanto last year, faces similar cancer lawsuits by more than 13,400 customers across the US. To date, it has lost three US jury trials in the Roundup litigation.",Reuters,https://www.reuters.com/article/us-bayer-glyphosate-lawsuit/in-roundup-case-u-s-judge-cuts-2-billion-verdict-against-bayer-to-86-million-idUSKCN1UL03G?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7917,Landslides force Tour de France's 20th stage to be cut short,"Tour de France's organisers announced on Friday that Saturday's 20th stage of the Tour de France will be cut short from 130km to 59km because of landslides. The shortened stage will mean that the riders will skip one major climb, the Cormet de Roselend, a 19.9km ascent. Colombian rider Egan Bernal leads the Tour by 48 seconds from Julian Alaphilippe.",The Guardian,https://www.theguardian.com/sport/2019/jul/26/landslides-tour-de-france-cut-stage-short?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7918,Maldives restaurant offers an experience of dining under the sea,"Built 16 feet below the sea level, the Ithaa restaurant in the Maldives offers guests an experience to dine under the sea with 180-degree panoramic views of the sea life. Their menu consists of a blend of Maldivian and International cuisine. The restaurant structure weighs 75 tonnes and was made on dry land in Singapore before being transported by ship.",DelhiPlanet,https://m.delhiplanet.com/article/how-about-dinning-under-the-sea-ithaa-restaurant-maldives-with-your-bae/28202?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7919,Women should get reservation in Parliament: Venkaiah Naidu,"Vice President M Venkaiah Naidu on Saturday said women should be given seat reservation in the Parliament and then they should be provided with 'funds, functions and functionaries'. ""We call 'Mother India', we don't call 'Father India'. That's the importance given to women,"" he added. Notably, the Women's Reservation Bill is pending in the Lok Sabha for nearly a decade.",ANI,https://www.aninews.in/news/national/politics/women-should-get-seat-reservation-in-parliament-venkaiah-naidu20190727142707/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7920,Bihar women's cell seeks Azam's dismissal over 'eyes' remark,"Bihar State Commission for Women Chairperson Dilmani Mishra on Friday condemned SP MP Azam Khan's remark to BJP MP Rama Devi, adding that she has written to the Speaker to dismiss Khan. ""A member of Parliament who can't respect women is not worthy of being in Parliament,"" Mishra said. Khan had told Devi, ""I feel like looking into your eyes.""",ANI,https://www.aninews.in/news/national/general-news/bihar-womens-commission-condemns-azam-khans-remark-seeks-dismissal20190727110109/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7921,NCP leaders perform havan to stop leaders from leaving party,NCP leaders and party workers on Friday performed a havan in Maharashtra's Badlapur to prevent leaders from resigning from the party. The havan was organised by NCP leader Kalidas Deshmukh. This comes after the party's Mumbai chief Sachin Ahir resigned and joined Shiv Sena and NCP's Maharashtra women wing chief Chitra Kishor Wagh resigned from the party.,ANI,https://www.aninews.in/news/national/politics/ncp-leader-performs-havan-to-dissuade-leaders-from-ditching-party20190727061851/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7922,Govt has betrayed people: Anna Hazare on RTI Act amendment,Social activist Anna Hazare on Tuesday said that the government has betrayed the people of this country after passing the amendment to the Right to Information (RTI) Act. The Lok Sabha passed the bill to amend the Act on Monday which proposes to give Centre the power to set the tenure and salaries of Chief Information Commissioner and Information Commissioners.,The Financial Express,https://www.financialexpress.com/india-news/modi-govt-has-betrayed-people-anna-hazare-on-rti-act-changes/1654104/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7923,Stalker stabs woman to death in Delhi; caught by passersby,"A 21-year-old woman was allegedly stabbed to death by a stalker who was caught and thrashed by passersby in a crowded market in Delhi on Friday, police said. The official said that the victim was rushed to the hospital where she was declared brought dead. The accused, a resident of the victim's neighbourhood, is currently in police custody, police added.",India.com,https://www.india.com/news/india/teen-stabbed-to-death-by-stalker-in-busy-south-delhi-market-3728589/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7924,115 feared dead in worst Mediterranean shipwreck of the year,About 115 people are missing and feared to have drowned and another 134 were rescued by Libyan coast guards and local fishermen after a wooden boat carrying migrants capsized off Libya. UNHCR head Filippo Grandi said it was the worst Mediterranean tragedy of this year. Those on board were mainly from Eritrea and other sub-Saharan Africa and Arab countries.,Reuters,https://www.reuters.com/article/us-europe-migrants-libya-shipwreck/115-feared-dead-after-worst-mediterranean-shipwreck-of-the-year-idUSKCN1UK219?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7925,UK PM Johnson's approach to Brexit 'very unhelpful': Ireland,"Ireland deputy PM Simon Coveney has said Boris Johnson's approach to Brexit is ""very unhelpful"" and warned that the new UK PM was not going to get a deal with such an approach. Johnson had on Thursday said the Irish border backstop would have to be struck out of the Brexit agreement if there was to be an orderly exit.",Reuters,https://www.reuters.com/article/us-britain-eu/very-unhelpful-ireland-scolds-british-pm-johnson-over-brexit-idUSKCN1UL190?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7926,Guatemala agrees to new migration measures to avoid US sanctions,"In a move aimed at avoiding US sanctions, Guatemala has agreed to implement new measures aimed at reducing US asylum claims from migrants fleeing Honduras and El Salvador. Nearly 200,000 people travelling in families from El Salvador and Honduras have been apprehended at the US border since October, with most passing through Guatemala and Mexico along the way.",Reuters,https://www.reuters.com/article/us-usa-immigration-guatemala/guatemala-agrees-to-new-migration-measures-to-avoid-trump-sanctions-threat-idUSKCN1UL2KR?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7927,I do not blame Turkey for buying Russian defence system: Trump,"After removing Turkey from the F-35 fighter jet programme, US President Donald Trump said he does not blame the Middle East country for buying Russian S-400 missile defence system ""because there are a lot of circumstances"". ""We're looking at whole Turkey situation,"" he added. Earlier, Turkey said it would look for other options if the US doesn't sell F-35 jets.",Reuters,https://www.reuters.com/article/us-turkey-security-usa-trump/trump-says-he-does-not-blame-turkey-for-buying-russian-air-defense-system-idUSKCN1UL2LQ?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7928,Newlywed dies while trying to reach 'Into the Wild' bus in Alaska,A newlywed woman from Belarus died after being swept away in a river while she was trying to hike to an abandoned bus at the edge of Denali National Park in Alaska. The bus was made famous by the book and film 'Into the Wild'. The book and movie are based on the death of a hiker inside the bus.,Reuters,https://www.reuters.com/article/us-alaska-death/woman-dies-while-trying-to-reach-into-the-wild-bus-in-alaska-idUSKCN1UM01Q?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7930,"Mumbai-Kolhapur train carrying 2,000 people stuck due to waterlogging","Mumbai-Kolhapur Mahalaxmi Express reportedly carrying around 2,000 passengers has been stuck between Badlapur and Vangani due to waterlogging. Railway Protection Force (RPF) has reached the site, while National Disaster Response Force (NDRF) will be reaching shortly. The RPF is distributing biscuits and water to the stranded passengers. ""Please don't get down from train,"" Central Railway tweeted.",Twitter,https://twitter.com/ANI/status/1154953207329763329?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7931,Tell Amitabh Bachchan not to do 'Jumma Chumma': Amar Singh to Jaya,"Taking a dig at actress-turned-politician Jaya Bachchan for her speech on women issues in the Parliament, politician Amar Singh in a video message said, ""Why don't you tell your husband (Amitabh Bachchan) to not do 'Jumma Chumma'?"" ""Why don't you tell your daughter-in-law (Aishwarya Rai) to not perform the scenes like she did in 'Ae Dil Hai Mushkil',"" he added.",Twitter,https://twitter.com/AmarSinghTweets/status/1154342037195563009?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
